"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.2158,2.8859,0.0044,0.0017,0.4898,0.6498,0.0736,0.0149,1.0533,1.2441,-0.0715,0.0193,-0.0344,-0.0092,0.5858,0.6337,0.205386263160456,0.0361547632544799,0.0100342855946693,0.0655988680108632,0.107404872123874,0.00896071038860727,0.072256627088825,6
