"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
1.8714,2.3827,-0.0018,0.0013,0.7383,0.7398,0.0529,0.0069,1.3188,1.0143,0.5145,-0.0051,-0.0106,0.3217,0.5571,0.6748,0.222121386503413,0.0294699390359951,0.0184382420730239,0.0848374490452545,0.113486762014209,0.019667980142767,0.0813369598024437,1
