"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.1388,2.7882,0.0014,-0.0021,0.3548,0.3169,0.1533,0.0201,1.1912,0.936,-0.0428,0.243,0.0087,-0.0938,0.577,0.6214,0.194338273412823,0.0349164598352136,0.0123670786240293,0.0536343217277713,0.100567452511035,0.00835493361582781,0.0673630866211167,7
