"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.2996,3.229,-0.0116,-0.0035,0.3947,0.6552,0.3127,0.0427,1.1376,0.9904,0.1305,0.1161,0.1447,-0.4525,0.7017,0.7857,0.164537377971518,0.0273294491995317,0.00701345397919676,0.0437244019855417,0.0612810338409641,0.0037826279368214,0.0512780574855956,23
