"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.0727,2.8064,-0.0086,-0.0018,0.2804,0.767,0.1895,0.04,1.1214,1.0704,-0.2674,0.088,0.1489,-0.6396,0.6892,0.7096,0.1745319269935,0.0344976922949301,0.0084773903112938,0.048590746120286,0.0557704333708495,0.00323530478031663,0.054183915645196,13
