"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.0462,4.2539,0.0022,0.001,0.4717,0.5061,0.1029,0.0109,1.3174,0.9424,0.0924,0.1134,0.0895,0.1747,0.4909,0.6625,0.221855281021051,0.0321600332123941,0.0125649924594128,0.0765165850534613,0.118317480305098,0.00788777940727409,0.0782170252431152,2
