"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.GDP.N","MSPE.Y_ce.N","MSPE.Y_re.N","MSPE.GDP.S","MSPE.Y_ce.S","MSPE.Y_re.S","MSPE.all","seq"
2.1166,6.0503,0.0037,0.0027,0.4097,0.7449,0.1259,0.0078,1.022,1.4999,0.0204,-0.0768,-0.0078,0.1937,0.5623,0.8113,0.228210227674107,0.030050774490348,0.0182454598676242,0.0800686448160999,0.118099727679029,0.0100533285888954,0.0807880271860173,1
