"epsilon.N","epsilon.S","Gamma_re","Gamma_ce","Eta_re.N","Eta_ce.N","Eta_re.S","Eta_ce.S","val.param.N","val.param.S","lrng.re.N","lrng.ce.N","lrng.re.S","lrng.ce.S","alfa.N","alfa.S","MSPE.all","seq"
2.1166296208458,6.05032321601863,0.00372013385595269,0.00274909779339326,0.409677599858345,0.744866726931832,0.125930321710543,0.00782011088260103,1.02201033712732,1.49993150426493,0.020442325962243,-0.0768261268660429,-0.00776837048069064,0.193730814585331,0.562252917753656,0.811320090065614,0.0807880271860173,1
